标题,开发商,房子信息,发布信息,售价/万,单价
景茂名都东郡 4室2厅 东,景茂名都东郡 -蛟龙港,4室2厅 | 116.76平米 | 东 | 精装 | 高楼层(共13层)  | 板楼,0人关注 / 5天以前发布,270,"23,125元/平"
本固楼 3室1厅 东南,本固楼 -猛追湾,3室1厅 | 133.77平米 | 东南 | 简装 | 中楼层(共8层) | 2000年建 | 板楼,3人关注 / 2个月以前发布,130,"9,719元/平"
静水香榭 3室2厅 南 北,静水香榭 -温江老城,3室2厅 | 152.15平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2008年建 | 板塔结合,52人关注 / 一年前发布,100,"6,573元/平"
银丰别墅 4室2厅 北,银丰别墅 -橡树湾,4室2厅 | 152.76平米 | 北 | 精装 | 高楼层(共4层)  | 平房,1人关注 / 3天以前发布,138,"9,034元/平"
星辉中路14号 3室1厅 西南,星辉中路14号 -马鞍路,3室1厅 | 68.75平米 | 西南 | 简装 | 低楼层(共7层) | 2000年建 | 板楼,0人关注 / 7天以前发布,75,"10,910元/平"
翡翠城一期 4室1厅 西北,翡翠城一期 -东湖,4室1厅 | 195.99平米 | 西北 | 简装 | 高楼层(共11层) | 2004年建 | 板塔结合,5人关注 / 21天以前发布,730,"37,247元/平"
龙舟路55号 3室1厅 南,龙舟路55号 -三官堂,3室1厅 | 81.67平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,0人关注 / 6天以前发布,88.8,"10,874元/平"
置信逸都B区 3室2厅 西南,置信逸都B区 -郫县万达,3室2厅 | 119.38平米 | 西南 | 精装 | 高楼层(共33层) | 2014年建 | 板塔结合,1人关注 / 5天以前发布,123,"10,304元/平"
麓山国际圣芭芭拉 4室2厅 南,麓山国际圣芭芭拉 -麓山,4室2厅 | 234.16平米 | 南 | 精装 | 下叠(共5层) | 2010年建 | 板楼 | 叠拼别墅 ,4人关注 / 13天以前发布,718,"30,663元/平"
龙湖弗莱明戈一期 3室2厅 南,龙湖弗莱明戈一期 -郫县城区,3室2厅 | 83.36平米 | 南 | 精装 | 高楼层(共34层) | 2012年建 | 板塔结合,0人关注 / 7天以前发布,120,"14,396元/平"
新筑巴伦西亚一期 3室1厅 北,新筑巴伦西亚一期 -新津,3室1厅 | 86.51平米 | 北 | 毛坯 | 低楼层(共15层)  | 平房,0人关注 / 4天以前发布,105,"12,138元/平"
玉林六巷4号 2室1厅 南 北,玉林六巷4号 -玉林,2室1厅 | 58.22平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 4天以前发布,88,"15,116元/平"
中信城左岸 3室2厅 北,中信城左岸 -南湖,3室2厅 | 87.81平米 | 北 | 精装 | 高楼层(共26层) | 2015年建 | 板塔结合,3人关注 / 6天以前发布,185,"21,069元/平"
花样年花郡 3室2厅 南 北,花样年花郡 -万象城,3室2厅 | 111.52平米 | 南 北 | 精装 | 低楼层(共32层) | 2008年建 | 板塔结合,1人关注 / 6天以前发布,223,"19,997元/平"
北辰南湖香麓 3室1厅 北,北辰南湖香麓 -南湖,3室1厅 | 109.41平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,3人关注 / 7天以前发布,225,"20,565元/平"
蓝光圣菲悦城二期 3室2厅 西南,蓝光圣菲悦城二期 -航空港,3室2厅 | 79.43平米 | 西南 | 精装 | 高楼层(共20层) | 2020年建 | 塔楼,1人关注 / 7天以前发布,159,"20,018元/平"
中铁骑士公馆 3室2厅 南,中铁骑士公馆 -新双楠,3室2厅 | 90.12平米 | 南 | 精装 | 中楼层(共18层) | 2013年建 | 板塔结合,0人关注 / 6天以前发布,235,"26,077元/平"
蓝润光华春天B区 3室1厅 东南,蓝润光华春天B区 -花都大道,3室1厅 | 94.01平米 | 东南 | 毛坯 | 中楼层(共33层) | 2017年建 | 板塔结合,0人关注 / 6天以前发布,123,"13,084元/平"
置信丽都花园城B区 3室1厅 东南,置信丽都花园城B区 -新双楠,3室1厅 | 142.08平米 | 东南 | 简装 | 低楼层(共13层) | 2006年建 | 板塔结合,0人关注 / 3天以前发布,270,"19,004元/平"
南苑小区B区 5室1厅 南,南苑小区B区 -金融城,5室1厅 | 203.01平米 | 南 | 精装 | 高楼层(共16层) | 2008年建 | 板楼,1人关注 / 8天以前发布,886,"43,644元/平"
百花正街42号 3室1厅 南,百花正街42号 -双楠,3室1厅 | 85.37平米 | 南 | 精装 | 7层 | 1998年建 | 板楼,0人关注 / 3天以前发布,110,"12,886元/平"
恒大名城 3室2厅 东 东南,恒大名城 -温江大学城,3室2厅 | 104.8平米 | 东 东南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 6天以前发布,160,"15,268元/平"
华侨城纯水岸一期 3室1厅 西北,华侨城纯水岸一期 -华侨城,3室1厅 | 88.94平米 | 西北 | 精装 | 低楼层(共25层) | 2009年建 | 板塔结合,1人关注 / 4天以前发布,170,"19,115元/平"
丽都花园丽府 4室2厅 东南,丽都花园丽府 -丽都,4室2厅 | 143.53平米 | 东南 | 精装 | 高楼层(共18层) | 2011年建 | 板楼,3人关注 / 5天以前发布,400,"27,869元/平"
府河音乐花园 4室2厅 西南,府河音乐花园 -华阳,4室2厅 | 217.24平米 | 西南 | 简装 | 低楼层(共5层) | 2001年建 | 板塔结合,2人关注 / 20天以前发布,350,"16,112元/平"
迎春路二段58号 5室2厅 南,迎春路二段58号 -东升镇,5室2厅 | 159.5平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 18天以前发布,120,"7,524元/平"
翠风苑公寓一期 3室2厅 南,翠风苑公寓一期 -红星路,3室2厅 | 125.05平米 | 南 | 简装 | 中楼层(共7层) | 1995年建 | 板楼,0人关注 / 17天以前发布,263,"21,032元/平"
新界三期 4室2厅 东南 西北,新界三期 -红牌楼,4室2厅 | 143.28平米 | 东南 西北 | 毛坯 | 中楼层(共8层) | 2011年建 | 板楼,6人关注 / 23天以前发布,318,"22,195元/平"
新界三期 3室1厅 西北,新界三期 -红牌楼,3室1厅 | 105.2平米 | 西北 | 精装 | 高楼层(共8层) | 2011年建 | 板楼,1人关注 / 25天以前发布,285,"27,092元/平"
贝森宜苑 4室2厅 南,贝森宜苑 -贝森,4室2厅 | 145.79平米 | 南 | 精装 | 高楼层(共7层) | 2000年建 | 板楼,14人关注 / 25天以前发布,216,"14,816元/平"
蒲阳路37号 3室2厅 南 北,蒲阳路37号 -都江堰,3室2厅 | 94.6平米 | 南 北 | 简装 | 中楼层(共6层) | 2008年建 | 平房,1人关注 / 7天以前发布,35,"3,700元/平"
白鸽岛尚 3室2厅 南,白鸽岛尚 -高家庄,3室2厅 | 126.87平米 | 南 | 简装 | 低楼层(共19层) | 2008年建 | 塔楼,0人关注 / 8天以前发布,155,"12,218元/平"
叠香庄园 3室1厅 南,叠香庄园 -毗河,3室1厅 | 105.81平米 | 南 | 精装 | 低楼层(共6层) | 2012年建 | 板塔结合,2人关注 / 8天以前发布,160,"15,122元/平"
新科花园 3室2厅 南 北,新科花园 -双流城区,3室2厅 | 142.77平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 8天以前发布,125,"8,756元/平"
望江嘉苑 3室1厅 北,望江嘉苑 -三官堂,3室1厅 | 101.14平米 | 北 | 简装 | 中楼层(共6层) | 2005年建 | 板塔结合,0人关注 / 7天以前发布,220,"21,753元/平"
北大资源颐和翡翠府 4室2厅 南,北大资源颐和翡翠府 -远大,4室2厅 | 127.79平米 | 南 | 毛坯 | 中楼层(共30层) | 2018年建 | 塔楼,1人关注 / 4天以前发布,329,"25,746元/平"
时代欣城 3室1厅 北,时代欣城 -龙潭寺,3室1厅 | 86.88平米 | 北 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 3天以前发布,145,"16,690元/平"
合能四季城二期 3室2厅 东北,合能四季城二期 -犀浦,3室2厅 | 75.5平米 | 东北 | 简装 | 中楼层(共29层) | 2013年建 | 板塔结合,0人关注 / 7天以前发布,101.8,"13,484元/平"
西藏地质花园 4室2厅 东南,西藏地质花园 -温江老城,4室2厅 | 136.77平米 | 东南 | 精装 | 中楼层(共6层) | 2006年建 | 板楼,1人关注 / 16天以前发布,92.5,"6,764元/平"
天府长城丽日清风 3室2厅 南 北,天府长城丽日清风 -天府长城,3室2厅 | 139.99平米 | 南 北 | 简装 | 低楼层(共6层) | 2004年建 | 板楼,2人关注 / 8天以前发布,315,"22,502元/平"
长虹和悦府 3室2厅 东南 东,长虹和悦府 -外光华,3室2厅 | 75.13平米 | 东南 东 | 精装 | 高楼层(共20层) | 2015年建 | 板塔结合,1人关注 / 3天以前发布,185,"24,624元/平"
工疗家园 3室2厅 东南,工疗家园 -动物园,3室2厅 | 76.09平米 | 东南 | 简装 | 中楼层(共5层) | 1990年建 | 暂无数据,0人关注 / 13天以前发布,62,"8,149元/平"
上置雅宾利 3室2厅 东南,上置雅宾利 -红光,3室2厅 | 92.04平米 | 东南 | 精装 | 低楼层(共23层) | 2018年建 | 板塔结合,1人关注 / 7天以前发布,112,"12,169元/平"
新北小区三期 3室2厅 南,新北小区三期 -新北,3室2厅 | 107.3平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板塔结合,1人关注 / 11天以前发布,98,"9,134元/平"
汀兰湾 3室2厅 北,汀兰湾 -温江大学城,3室2厅 | 84.18平米 | 北 | 毛坯 | 高楼层(共18层) | 2019年建 | 塔楼,1人关注 / 5天以前发布,79,"9,385元/平"
西南电力设计院小区 3室1厅 东南,西南电力设计院小区 -猛追湾,3室1厅 | 88.92平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 15天以前发布,125,"14,058元/平"
蓝光幸福满庭 3室1厅 西北,蓝光幸福满庭 -犀浦,3室1厅 | 59.13平米 | 西北 | 简装 | 中楼层(共26层) | 2015年建 | 板塔结合,0人关注 / 7天以前发布,91,"15,390元/平"
大石东路右三巷5号 3室2厅 东南,大石东路右三巷5号 -人民公园,3室2厅 | 102.24平米 | 东南 | 简装 | 低楼层(共7层) | 1997年建 | 板楼,0人关注 / 4天以前发布,125,"12,227元/平"
时代睿城 4室2厅 西南,时代睿城 -高新西,4室2厅 | 99.53平米 | 西南 | 精装 | 中楼层(共28层) | 2015年建 | 塔楼,0人关注 / 2天以前发布,130,"13,062元/平"
小关庙街33号 3室2厅 东南,小关庙街33号 -草市街,3室2厅 | 109.17平米 | 东南 | 精装 | 中楼层(共7层) | 1994年建 | 板楼,0人关注 / 4天以前发布,132,"12,092元/平"
溪地湾 3室1厅 东南,溪地湾 -犀浦,3室1厅 | 88.07平米 | 东南 | 简装 | 低楼层(共33层) | 2015年建 | 塔楼,0人关注 / 6天以前发布,130,"14,761元/平"
中冶中央公园 3室1厅 东北,中冶中央公园 -郫县城区,3室1厅 | 79.5平米 | 东北 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 2天以前发布,77,"9,686元/平"
交大卡布里城 3室2厅 南,交大卡布里城 -犀浦,3室2厅 | 119.79平米 | 南 | 精装 | 低楼层(共25层) | 2009年建 | 板塔结合,1人关注 / 6天以前发布,120,"10,018元/平"
新丽江 2室1厅 南,新丽江 -青城山,2室1厅 | 54.43平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据,1人关注 / 7天以前发布,36,"6,614元/平"
田家巷16号 3室1厅 北,田家巷16号 -金牛万达,3室1厅 | 75.16平米 | 北 | 精装 | 中楼层(共7层) | 1997年建 | 塔楼,0人关注 / 6天以前发布,75,"9,979元/平"
兴元华盛二期 4室2厅 南,兴元华盛二期 -驷马桥,4室2厅 | 122.02平米 | 南 | 精装 | 低楼层(共18层) | 2009年建 | 板塔结合,0人关注 / 15天以前发布,196,"16,063元/平"
简阳中学宿舍 3室2厅 东南,简阳中学宿舍 -城中片区,3室2厅 | 82.75平米 | 东南 | 毛坯 | 中楼层(共8层)  | 平房,0人关注 / 4天以前发布,45,"5,439元/平"
华侨凤凰国际城 4室2厅 东南,华侨凤凰国际城 -郫县城区,4室2厅 | 104.32平米 | 东南 | 精装 | 低楼层(共32层) | 2015年建 | 板楼,1人关注 / 12天以前发布,113,"10,833元/平"
锦江印象 3室1厅 东南,锦江印象 -合江亭,3室1厅 | 97.62平米 | 东南 | 精装 | 中楼层(共31层) | 2008年建 | 板塔结合,1人关注 / 15天以前发布,270,"27,659元/平"
锦城南府猫先生 3室1厅 南,锦城南府猫先生 -大源,3室1厅 | 114.39平米 | 南 | 精装 | 中楼层(共27层) | 2015年建 | 板塔结合,1人关注 / 3天以前发布,370,"32,346元/平"
佳兆业君汇上品 3室1厅 东南,佳兆业君汇上品 -南湖,3室1厅 | 105.63平米 | 东南 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合,3人关注 / 6天以前发布,197,"18,651元/平"
九龙仓时代小镇 3室2厅 东南 西北,九龙仓时代小镇 -蛟龙港,3室2厅 | 107.55平米 | 东南 西北 | 精装 | 中楼层(共11层) | 2015年建 | 板塔结合,1人关注 / 7天以前发布,202,"18,782元/平"
玉林北路2号 3室1厅 南,玉林北路2号 -芳草,3室1厅 | 64.5平米 | 南 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,0人关注 / 5天以前发布,88,"13,644元/平"
卫雅苑 3室2厅 东南,卫雅苑 -双楠,3室2厅 | 119.17平米 | 东南 | 简装 | 高楼层(共7层) | 2000年建 | 板楼,4人关注 / 3天以前发布,129,"10,825元/平"
合能枫丹铂麓二期 4室2厅 东南,合能枫丹铂麓二期 -麓山,4室2厅 | 145.84平米 | 东南 | 毛坯 | 高楼层(共6层) | 2018年建 | 板楼,3人关注 / 12天以前发布,359,"24,617元/平"
星城银座 3室1厅 东南,星城银座 -合江亭,3室1厅 | 78.65平米 | 东南 | 精装 | 中楼层(共11层) | 2003年建 | 板塔结合,2人关注 / 11天以前发布,169,"21,488元/平"
卫雅苑 3室2厅 西南,卫雅苑 -双楠,3室2厅 | 119.05平米 | 西南 | 毛坯 | 高楼层(共6层) | 2000年建 | 板楼,5人关注 / 2天以前发布,120,"10,080元/平"
海伦春天 3室2厅 南 北,海伦春天 -南湖,3室2厅 | 99.08平米 | 南 北 | 精装 | 高楼层(共40层) | 2018年建 | 板塔结合,12人关注 / 7天以前发布,192,"19,379元/平"
府青路一段3号 2室2厅 南,府青路一段3号 -猛追湾,2室2厅 | 72.15平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,0人关注 / 3天以前发布,116,"16,078元/平"
银泰中心 3室2厅 南 北,银泰中心 -金融城,3室2厅 | 264.97平米 | 南 北 | 精装 | 低楼层(共46层) | 2016年建 | 板楼,1人关注 / 3天以前发布,1650,"62,272元/平"
蓝润V客尚东二期 3室1厅 南,蓝润V客尚东二期 -理工大,3室1厅 | 83.47平米 | 南 | 精装 | 高楼层(共34层) | 2015年建 | 塔楼,2人关注 / 7天以前发布,158,"18,929元/平"
猛追湾东街6号 3室2厅 东南,猛追湾东街6号 -猛追湾,3室2厅 | 83.43平米 | 东南 | 简装 | 高楼层(共7层) | 2004年建 | 板塔结合,0人关注 / 6天以前发布,90,"10,788元/平"
上风瑞庭 4室2厅 西南,上风瑞庭 -光华大道沿线,4室2厅 | 133.03平米 | 西南 | 精装 | 低楼层(共6层) | 2012年建 | 板塔结合,2人关注 / 9天以前发布,142.5,"10,712元/平"
中粮香颂丽都 3室2厅 东南,中粮香颂丽都 -丽都,3室2厅 | 88.76平米 | 东南 | 精装 | 中楼层(共19层) | 2015年建 | 板楼,3人关注 / 8天以前发布,246,"27,716元/平"
华西大厦 4室1厅 南,华西大厦 -川音,4室1厅 | 215.71平米 | 南 | 毛坯 | 高楼层(共19层) | 2002年建 | 板楼,2人关注 / 7天以前发布,220,"10,199元/平"
绿林书院 4室1厅 东,绿林书院 -东山,4室1厅 | 113.34平米 | 东 | 简装 | 低楼层(共32层) | 2016年建 | 板塔结合,0人关注 / 3天以前发布,113.2,"9,988元/平"
恒大都汇华庭 3室2厅 东北,恒大都汇华庭 -合江亭,3室2厅 | 68.01平米 | 东北 | 精装 | 中楼层(共45层) | 2015年建 | 板塔结合,8人关注 / 3天以前发布,200,"29,408元/平"
丽都新城二期 3室1厅 南,丽都新城二期 -南湖,3室1厅 | 112.25平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 15天以前发布,107,"9,533元/平"
恒大城 3室2厅 东北,恒大城 -温江新城,3室2厅 | 123.76平米 | 东北 | 精装 | 高楼层(共30层) | 2012年建 | 板塔结合,1人关注 / 13天以前发布,150,"12,121元/平"
苏坡中路77号大院 3室1厅 南,苏坡中路77号大院 -外光华,3室1厅 | 73.93平米 | 南 | 精装 | 中楼层(共7层) | 1998年建 | 暂无数据,7人关注 / 16天以前发布,83.8,"11,336元/平"
青城逸家 2室1厅 东南,青城逸家 -青城山,2室1厅 | 69平米 | 东南 | 精装 | 低楼层(共3层) | 2013年建 | 板楼,0人关注 / 8天以前发布,57,"8,261元/平"
鹭岛国际三期 2室1厅 北,鹭岛国际三期 -外双楠,2室1厅 | 78.18平米 | 北 | 精装 | 中楼层(共11层) | 2010年建 | 板塔结合,1人关注 / 7天以前发布,170,"21,745元/平"
御龙山二期 3室1厅 西北,御龙山二期 -万年场,3室1厅 | 89.6平米 | 西北 | 精装 | 低楼层(共49层) | 2015年建 | 板塔结合,3人关注 / 11天以前发布,239,"26,675元/平"
合能耀之城 2室1厅 东,合能耀之城 -SM广场,2室1厅 | 48.32平米 | 东 | 简装 | 低楼层(共27层) | 2010年建 | 板塔结合,1人关注 / 8天以前发布,90,"18,626元/平"
玺龙湾 4室2厅 南,玺龙湾 -温江老城,4室2厅 | 142.67平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 10天以前发布,215,"15,070元/平"
广福桥街10号 2室1厅 南,广福桥街10号 -高升桥,2室1厅 | 87.68平米 | 南 | 精装 | 中楼层(共7层) | 2000年建 | 板楼,1人关注 / 11天以前发布,110,"12,546元/平"
晶宝塞纳国际 3室2厅 东南,晶宝塞纳国际 -红光,3室2厅 | 87.1平米 | 东南 | 精装 | 高楼层(共25层) | 2014年建 | 塔楼,0人关注 / 12天以前发布,93.5,"10,735元/平"
九寨花园 3室2厅 南 北,九寨花园 -犀浦,3室2厅 | 101.13平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 15天以前发布,85,"8,406元/平"
朝阳时代西锦 3室2厅 西南,朝阳时代西锦 -花都大道,3室2厅 | 89.02平米 | 西南 | 精装 | 高楼层(共33层) | 2014年建 | 板塔结合,3人关注 / 12天以前发布,95,"10,672元/平"
宇众悦府 3室1厅 东南,宇众悦府 -犀浦,3室1厅 | 78.57平米 | 东南 | 精装 | 高楼层(共23层) | 2013年建 | 板塔结合,0人关注 / 12天以前发布,115,"14,637元/平"
春晓华庭 3室2厅 南 北,春晓华庭 -崇州,3室2厅 | 117.2平米 | 南 北 | 简装 | 中楼层(共7层) | 2001年建 | 板楼,1人关注 / 10天以前发布,65,"5,547元/平"
纳米爱邸 1室0厅 南,纳米爱邸 -双楠,1室0厅 | 34.62平米 | 南 | 精装 | 中楼层(共17层) | 2005年建 | 板塔结合,0人关注 / 8天以前发布,38,"10,977元/平"
花样年花郡 1室1厅 西,花样年花郡 -万象城,1室1厅 | 43.99平米 | 西 | 精装 | 高楼层(共32层) | 2008年建 | 板塔结合,2人关注 / 6天以前发布,70.5,"16,027元/平"
沙河壹号二期 3室1厅 西北,沙河壹号二期 -沙河堡,3室1厅 | 95.81平米 | 西北 | 简装 | 低楼层(共32层) | 2012年建 | 塔楼,0人关注 / 9天以前发布,180,"18,788元/平"
中海锦城一期 2室2厅 北,中海锦城一期 -簇桥,2室2厅 | 84.91平米 | 北 | 精装 | 低楼层(共13层) | 2011年建 | 板楼,1人关注 / 7天以前发布,169,"19,904元/平"
中铁骑士府邸 3室1厅 西,中铁骑士府邸 -华府,3室1厅 | 72.86平米 | 西 | 精装 | 低楼层(共32层) | 2018年建 | 板塔结合,7人关注 / 16天以前发布,155,"21,274元/平"
锦江国际花园 3室1厅 西南,锦江国际花园 -川师,3室1厅 | 84.69平米 | 西南 | 精装 | 低楼层(共34层) | 2016年建 | 塔楼,2人关注 / 11天以前发布,175,"20,664元/平"
中国水电七局郫县干休所 2室1厅 西南,中国水电七局郫县干休所 -郫县城区,2室1厅 | 54.93平米 | 西南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 8天以前发布,41,"7,465元/平"
优品道四期曦岸 4室2厅 南,优品道四期曦岸 -优品道,4室2厅 | 122.72平米 | 南 | 精装 | 高楼层(共31层) | 2013年建 | 板塔结合,6人关注 / 15天以前发布,455,"37,077元/平"
绿茵豪庭B区 3室1厅 西,绿茵豪庭B区 -成外,3室1厅 | 134.68平米 | 西 | 精装 | 中楼层(共11层) | 2008年建 | 板塔结合,1人关注 / 10天以前发布,133,"9,876元/平"
碧桂园悦府 3室1厅 东南,碧桂园悦府 -蛟龙港,3室1厅 | 88.79平米 | 东南 | 简装 | 低楼层(共13层)  | 板楼,5人关注 / 9天以前发布,143.6,"16,173元/平"
二十一世纪花园二期 2室1厅 南,二十一世纪花园二期 -贝森,2室1厅 | 80.42平米 | 南 | 精装 | 中楼层(共4层) | 2003年建 | 板楼,0人关注 / 5天以前发布,155,"19,274元/平"
桂王桥北街1号 2室1厅 东南,桂王桥北街1号 -盐市口,2室1厅 | 61.06平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 13天以前发布,66,"10,810元/平"
洲际亚洲湾B区 3室2厅 南,洲际亚洲湾B区 -光华大道沿线,3室2厅 | 100.55平米 | 南 | 毛坯 | 中楼层(共32层) | 2017年建 | 板塔结合,0人关注 / 8天以前发布,138,"13,725元/平"
水岸格林 3室1厅 南,水岸格林 -光华泡小,3室1厅 | 80.59平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,1人关注 / 14天以前发布,175,"21,715元/平"
海科名城 1室1厅 东,海科名城 -温江大学城,1室1厅 | 46.86平米 | 东 | 简装 | 中楼层(共18层) | 2011年建 | 塔楼,1人关注 / 7天以前发布,53,"11,311元/平"
十陵小区 2室2厅 西南 东北,十陵小区 -十陵,2室2厅 | 77.67平米 | 西南 东北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 13天以前发布,52,"6,695元/平"
双庆路45号院 2室1厅 东南 南,双庆路45号院 -万象城,2室1厅 | 67.27平米 | 东南 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 4天以前发布,60.3,"8,964元/平"
祥和里2号 2室1厅 东,祥和里2号 -猛追湾,2室1厅 | 58平米 | 东 | 简装 | 低楼层(共7层) | 1994年建 | 板楼,0人关注 / 13天以前发布,64,"11,035元/平"
干警宿舍 3室2厅 南,干警宿舍 -双楠,3室2厅 | 91.88平米 | 南 | 简装 | 中楼层(共7层) | 2000年建 | 塔楼,5人关注 / 11天以前发布,109,"11,864元/平"
蓝润棠湖春天 2室1厅 东,蓝润棠湖春天 -航空港,2室1厅 | 72.35平米 | 东 | 简装 | 中楼层(共16层) | 2014年建 | 板楼,1人关注 / 2天以前发布,119.8,"16,559元/平"
实久花园 3室2厅 东南,实久花园 -郫县万达,3室2厅 | 100.69平米 | 东南 | 精装 | 高楼层(共11层) | 2007年建 | 板楼,0人关注 / 10天以前发布,111.8,"11,104元/平"
溪地湾 3室1厅 西南,溪地湾 -犀浦,3室1厅 | 88.98平米 | 西南 | 精装 | 高楼层(共33层) | 2015年建 | 塔楼,0人关注 / 14天以前发布,138,"15,510元/平"
宝源驷马城 3室2厅 北,宝源驷马城 -李家沱,3室2厅 | 89.88平米 | 北 | 精装 | 低楼层(共18层) | 2008年建 | 塔楼,2人关注 / 9天以前发布,156,"17,357元/平"
华润银杏华庭 3室2厅 北,华润银杏华庭 -五块石,3室2厅 | 91.29平米 | 北 | 精装 | 高楼层(共20层) | 2012年建 | 板塔结合,2人关注 / 15天以前发布,178,"19,499元/平"
千禧河畔C区 3室1厅 东,千禧河畔C区 -花都大道,3室1厅 | 80.99平米 | 东 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,126,"15,558元/平"
支矶石街3号 3室2厅 东南,支矶石街3号 -宽窄巷子,3室2厅 | 100.38平米 | 东南 | 简装 | 低楼层(共4层) | 1995年建 | 板楼,0人关注 / 11天以前发布,350,"34,868元/平"
雅居乐花园 3室2厅 东 东北,雅居乐花园 -雅居乐,3室2厅 | 113.27平米 | 东 东北 | 毛坯 | 高楼层(共11层) | 2008年建 | 板塔结合,2人关注 / 15天以前发布,162,"14,303元/平"
金房苑西苑 3室2厅 东南,金房苑西苑 -营门口,3室2厅 | 134.69平米 | 东南 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,3人关注 / 11天以前发布,225,"16,706元/平"
华润公园九里 3室1厅 西,华润公园九里 -蛟龙港,3室1厅 | 79.18平米 | 西 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 12天以前发布,146,"18,439元/平"
新东方 4室2厅 东南,新东方 -猛追湾,4室2厅 | 121.47平米 | 东南 | 简装 | 中楼层(共9层) | 2000年建 | 板塔结合,0人关注 / 12天以前发布,185,"15,231元/平"
诚卓碧波豪庭 3室2厅 西南,诚卓碧波豪庭 -河东新区,3室2厅 | 114平米 | 西南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 11天以前发布,85.8,"7,527元/平"
吉馨苑 3室2厅 南 北,吉馨苑 -五大花园,3室2厅 | 84.64平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,4人关注 / 13天以前发布,110,"12,997元/平"
融创南湖逸家 3室2厅 东,融创南湖逸家 -华府,3室2厅 | 74.35平米 | 东 | 精装 | 高楼层(共33层) | 2017年建 | 板塔结合,3人关注 / 15天以前发布,174.9,"23,524元/平"
点将台横街51号 2室1厅 东南,点将台横街51号 -合江亭,2室1厅 | 50.92平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 8天以前发布,61,"11,980元/平"
爵领欧城 3室1厅 西南,爵领欧城 -毗河,3室1厅 | 77.27平米 | 西南 | 精装 | 中楼层(共32层)  | 塔楼,3人关注 / 11天以前发布,100,"12,942元/平"
远大林语城南庭 3室1厅 北,远大林语城南庭 -蛟龙港,3室1厅 | 71.86平米 | 北 | 精装 | 中楼层(共12层)  | 板塔结合,0人关注 / 12天以前发布,138,"19,205元/平"
保利百合花园 4室2厅 南,保利百合花园 -大源,4室2厅 | 101.29平米 | 南 | 精装 | 中楼层(共30层) | 2014年建 | 板塔结合,3人关注 / 15天以前发布,485,"47,883元/平"
锦青苑 2室2厅 南,锦青苑 -府南新区,2室2厅 | 80.77平米 | 南 | 简装 | 高楼层(共7层) | 2000年建 | 板楼,0人关注 / 5天以前发布,89,"11,019元/平"
千禧河畔B区 4室2厅 西南,千禧河畔B区 -花都大道,4室2厅 | 128.75平米 | 西南 | 毛坯 | 高楼层(共33层) | 2015年建 | 板塔结合,2人关注 / 7天以前发布,163,"12,661元/平"
合能四季城二期 3室2厅 西南,合能四季城二期 -犀浦,3室2厅 | 89.24平米 | 西南 | 精装 | 低楼层(共29层) | 2013年建 | 板塔结合,1人关注 / 15天以前发布,127,"14,232元/平"
龙湖世纪峰景 3室2厅 西南 西,龙湖世纪峰景 -新会展,3室2厅 | 128平米 | 西南 西 | 毛坯 | 低楼层(共49层) | 2017年建 | 板楼,5人关注 / 10天以前发布,320,"25,000元/平"
生活立方 2室1厅 东,生活立方 -优品道,2室1厅 | 89.63平米 | 东 | 简装 | 低楼层(共11层) | 2003年建 | 板塔结合,1人关注 / 5天以前发布,172,"19,191元/平"
